token_id	speaker	tu_id	unit	id	span	form	lemma	upos	xpos	feats	deprel	type	meta_label	variation	jefferson_feats	align	prolongations	pace	guesses	overlaps
0-0	PSB146	0	0	0	perfetto	perfetto	_	_	_	_	_	linguistic	_	none	_	Begin=0.549|End=1.24	_	_	_	_
1-0	PSB146	1	1	0	allora	allora	_	_	_	_	_	linguistic	_	none	_	Begin=1.336|End=1.92	_	_	_	_
2-0	PSB146	2	2	0	studiate	studiate	_	_	_	_	_	linguistic	_	none	_	Begin=2.581	_	_	_	_
2-1	PSB146	2	2	1	da	da	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-2	PSB146	2	2	2	tanto	tanto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-3	PSB146	2	2	3	qui	qui	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-4	PSB146	2	2	4	al	al	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-5	PSB146	2	2	5	ci	ci	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-6	PSB146	2	2	6	pi	pi	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
2-7	PSB146	2	2	7	a?	a	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=4.48	_	_	_	_
3-0	PSB153	3	3	0	per	per	_	_	_	_	_	linguistic	_	none	_	Begin=4.929	_	_	_	_
3-1	PSB153	3	3	1	me	me	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
3-2	PSB153	3	3	2	sì	sì	_	_	_	_	_	linguistic	_	none	_	End=5.79	_	_	_	_
4-0	PSB153	4	4	0	io	io	_	_	_	_	_	linguistic	_	none	_	Begin=6.64	_	_	_	_
4-1	PSB153	4	4	1	già:	già	_	_	_	_	_	linguistic	_	none	_	_	2x1	_	_	_
4-2	PSB153	4	4	2	studiato	studiato	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-3	PSB153	4	4	3	il	il	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-4	PSB153	4	4	4	terza	terza	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-5	PSB153	4	4	5	media	media	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-6	PSB153	4	4	6	però	però	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-7	PSB153	4	4	7	io	io	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-8	PSB153	4	4	8	non	non	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
4-9	PSB153	4	4	9	(hai)	hai	_	_	_	_	_	linguistic	_	none	_	_	_	_	0-3(0)	_
4-10	PSB153	4	4	10	finito	finito	_	_	_	_	_	linguistic	_	none	_	End=10.65	_	_	_	_
5-0	PSB153	5	5	0	e	e	_	_	_	_	_	linguistic	_	none	_	Begin=10.791	_	_	_	_
5-1	PSB153	5	5	1	questa	questa	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-2	PSB153	5	5	2	l:'	l'	_	_	_	_	_	linguistic	_	none	Truncated=Yes	_	0x1	_	_	_
5-3	PSB153	5	5	3	anno	anno	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-4	PSB153	5	5	4	fatto	fatto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-5	PSB153	5	5	5	l-	l-	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	_	_	_	_	_
5-6	PSB153	5	5	6	eh	eh	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-7	PSB153	5	5	7	a	a	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	_
5-8	PSB153	5	5	8	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
5-9	PSB153	5	5	9	a	a	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
5-10	PSB153	5	5	10	due	due	_	_	_	_	_	linguistic	_	none	_	End=15.25	_	_	_	_
6-0	PSB146	6	6	0	a	a	_	_	_	_	_	linguistic	_	none	_	Begin=15.787	_	_	_	_
6-1	PSB146	6	6	1	due	due	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
6-2	PSB146	6	6	2	[con	con	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-3(0)
6-3	PSB146	6	6	3	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	0-2(0)
6-4	PSB146	6	6	4	@mariella]?	@mariella	_	_	_	_	_	anonymized	_	none	Intonation=Rising	End=17.0	_	_	_	0-9(0)
7-0	PSB153	7	7	0	[sì]	sì	_	_	_	_	_	linguistic	_	none	_	Begin=16.16	_	_	_	0-2(0)
7-1	PSB153	7	7	1	sì:	sì	_	_	_	_	_	linguistic	_	none	_	End=17.6	1x1	_	_	_
8-0	PSB153	8	8	0	ehm	ehm	_	_	_	_	_	linguistic	_	none	_	Begin=18.501|End=19.02	_	_	_	_
9-0	PSB153	9	9	0	basta	basta	_	_	_	_	_	linguistic	_	none	_	Begin=19.387	_	_	_	_
9-1	PSB153	9	9	1	eh	eh	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-2	PSB153	9	9	2	già	già	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-3	PSB153	9	9	3	fatto	fatto	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-4	PSB153	9	9	4	la	la	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
9-5	PSB153	9	9	5	superiore:	superiore	_	_	_	_	_	linguistic	_	none	_	End=21.69	8x1	_	_	_
10-0	PSB146	10	10	0	le	le	_	_	_	_	_	linguistic	_	none	_	Begin=22.069	_	_	_	_
10-1	PSB146	10	10	1	hai	hai	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-2	PSB146	10	10	2	[fatte]	fatte	_	_	_	_	_	linguistic	_	none	PauseAfter=Yes	_	_	_	_	0-5(1)
10-3	PSB146	10	10	3	(.)	(.)	_	_	_	_	_	shortpause	_	none	_	_	_	_	_	_
10-4	PSB146	10	10	4	qui	qui	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-5	PSB146	10	10	5	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
10-6	PSB146	10	10	6	[italia]?	italia	_	_	_	_	_	linguistic	_	none	Intonation=Rising	End=23.81	_	_	_	0-6(2)
11-0	PSB153	11	11	0	[perché	perché	_	_	_	_	_	linguistic	_	none	_	Begin=22.486	_	_	_	0-6(1)
11-1	PSB153	11	11	1	s-]	s-	_	_	_	_	_	linguistic	_	none	Interrupted=Yes	End=22.97	_	_	_	0-2(1)
12-0	PSB153	12	12	0	[sì:]	sì	_	_	_	_	_	linguistic	_	none	_	Begin=23.271	1x1	_	_	0-2(2)
12-1	PSB153	12	12	1	sì	sì	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-2	PSB153	12	12	2	perché	perché	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-3	PSB153	12	12	3	sono	sono	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-4	PSB153	12	12	4	in	in	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-5	PSB153	12	12	5	italia	italia	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-6	PSB153	12	12	6	quattro	quattro	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
12-7	PSB153	12	12	7	anni	anni	_	_	_	_	_	linguistic	_	none	_	End=25.97	_	_	_	_
13-0	PSB146	13	13	0	da	da	_	_	_	_	_	linguistic	_	none	_	Begin=26.062	_	_	_	_
13-1	PSB146	13	13	1	quattro	quattro	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
13-2	PSB146	13	13	2	anni	anni	_	_	_	_	_	linguistic	_	none	_	_	_	_	_	_
